Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,110.596,110.596,screen dark,27.849399952
0,105.199,105.199,wifi radio,219.10679401599998
105.199,105.86,0.6610000000000014,wifi running,0.0012130936400000024
105.86,110.596,4.736000000000004,wifi radio,9.864065024000007
0.0,6.908285000012256,6.908285000012256,core 0 cpu_idle start,0.5896912076010461
6.908285000012256,7.132364000019152,0.2240790000068955,core 0 cpu_idle,0.019127383440588598
7.132364000019152,7.132666999998037,0.0003029999788850546,core 0 cpu_frequency,2.586407819762826e-05
7.132666999998037,7.286305000016,0.15363800001796335,core 0 cpu_idle,0.01311453968153335
7.286305000016,7.288020999985747,0.0017159999697469175,core 0 cpu_frequency,0.00014647775741759685
7.288020999985747,7.367246999987401,0.07922600000165403,core 0 cpu_idle,0.006762731360141187
7.367246999987401,7.368017000029795,0.0007700000423938036,core 0 cpu_frequency,6.572720361873506e-05
7.368017000029795,7.655878000019584,0.287860999989789,core 0 cpu_idle,0.024571814959128385
7.655878000019584,7.657158999994863,0.0012809999752789736,core 0 cpu_frequency,0.00010934615788981317
7.657158999994863,8.970713999995496,1.3135550000006333,core 0 cpu_idle,0.11212505480005405
8.970713999995496,8.97077299997909,5.8999983593821526e-05,core 0 cpu_frequency,5.036238599568605e-06
8.97077299997909,29.50737200002186,20.53659900004277,core 0 cpu_idle,1.7530040906436506
29.50737200002186,29.514566999976523,0.007194999954663217,core 0 cpu_frequency,0.0006141651961300522
29.514566999976523,60.059616999991704,30.54505000001518,core 0 cpu_idle,2.6073254680012954
60.059616999991704,60.06575100001646,0.006134000024758279,core 0 cpu_frequency,0.0005235982421133667
60.06575100001646,72.01076400000602,11.945012999989558,core 0 cpu_idle,1.0196263096791085
72.01076400000602,72.01150800002506,0.0007440000190399587,core 0 cpu_frequency,6.350784162525087e-05
72.01150800002506,88.2032280000276,16.191720000002533,core 0 cpu_idle,1.382125219200216
88.2032280000276,88.2033250000095,9.699998190626502e-05,core 0 cpu_frequency,8.279918455518782e-06
0.0,6.90049299999373,6.90049299999373,core 1 cpu_idle start,0.5890260824794648
6.90049299999373,7.13237200002186,0.23187900002812967,core 1 cpu_idle,0.019793191442401145
7.13237200002186,7.132388999976683,1.699995482340455e-05,core 1 cpu_frequency,1.4511161437258123e-06
7.132388999976683,7.286314000026323,0.1539250000496395,core 1 cpu_idle,0.013139038004237226
7.286314000026323,7.29933800001163,0.013023999985307455,core 1 cpu_frequency,0.0011117286387458442
7.29933800001163,7.367253999982495,0.0679159999708645,core 1 cpu_idle,0.005797309757512994
7.367253999982495,7.367478000000119,0.0002240000176243484,core 1 cpu_frequency,1.9120641504414378e-05
7.367478000000119,7.655887000029907,0.2884090000297874,core 1 cpu_idle,0.02461859224254265
7.655887000029907,7.666230000031646,0.01034300000173971,core 1 cpu_frequency,0.0008828784801485016
7.666230000031646,8.970730000000913,1.3044999999692664,core 1 cpu_idle,0.11135211999737657
8.970730000000913,8.970832000020891,0.00010200001997873187,core 1 cpu_frequency,8.706721705384552e-06
8.970832000020891,29.507388999976683,20.536556999955792,core 1 cpu_idle,1.7530005055162263
29.507388999976683,29.531715999997687,0.024327000021003187,core 1 cpu_frequency,0.002076552721792832
29.531715999997687,60.059634000004735,30.52791800000705,core 1 cpu_idle,2.6058630804806016
60.059634000004735,60.119140000024345,0.05950600001960993,core 1 cpu_frequency,0.005079432161673903
60.119140000024345,72.01077400002396,11.891633999999613,core 1 cpu_idle,1.0150698782399667
72.01077400002396,72.01156600000104,0.0007919999770820141,core 1 cpu_frequency,6.760511804372071e-05
72.01156600000104,88.20324100001017,16.191675000009127,core 1 cpu_idle,1.3821213780007788
88.20324100001017,88.20819199999096,0.004950999980792403,core 1 cpu_frequency,0.0004226173583604395
0.0,6.908318000030704,6.908318000030704,core 2 cpu_idle start,0.5896940244826209
6.908318000030704,7.132374999986496,0.22405699995579198,core 2 cpu_idle,0.019125505516226403
7.132374999986496,7.132672999985516,0.00029799999902024865,core 2 cpu_frequency,2.5437279916368422e-05
7.132672999985516,7.286315999983344,0.15364299999782816,core 2 cpu_idle,0.01311496647981461
7.286315999983344,7.286934999981895,0.0006189999985508621,core 2 cpu_frequency,5.283783987630158e-05
7.286934999981895,7.367257000005338,0.08032200002344325,core 2 cpu_idle,0.006856285922001115
7.367257000005338,7.382723000016995,0.015466000011656433,core 2 cpu_frequency,0.001320177760994993
7.382723000016995,7.6558899999945424,0.2731669999775477,core 2 cpu_idle,0.023317535118083467
7.6558899999945424,7.6560710000339895,0.00018100003944709897,core 2 cpu_frequency,1.5450163367204367e-05
7.6560710000339895,8.970735999988392,1.3146649999544024,core 2 cpu_idle,0.11221980439610778
8.970735999988392,8.976369999989402,0.005634000001009554,core 2 cpu_frequency,0.00048091824008617543
8.976369999989402,29.50739500002237,20.53102500003297,core 2 cpu_idle,1.752528294002814
29.50739500002237,29.5075010000146,0.00010599999222904444,core 2 cpu_frequency,9.048159336671233e-06
29.5075010000146,60.059637999976985,30.552136999962386,core 2 cpu_idle,2.607930414316789
60.059637999976985,60.082565999997314,0.02292800002032891,core 2 cpu_frequency,0.0019571340817352754
60.082565999997314,72.01077799999621,11.928211999998894,core 2 cpu_idle,1.0181921763199056
72.01077799999621,72.01693600002909,0.0061580000328831375,core 2 cpu_frequency,0.0005256468828069046
72.01693600002909,88.20324499998242,16.186308999953326,core 2 cpu_idle,1.3816633362360158
88.20324499998242,88.21213699999498,0.008892000012565404,core 2 cpu_frequency,0.0007590211210725829
