Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,119.256,119.256,screen dark,0.0508746096
0,119.256,119.256,wifi running,0.0508746096
0.0,0.05829800001811236,0.05829800001811236,core 0 cpu_idle start,2.4869926807726734e-05
0.05829800001811236,72.81299199999194,72.75469399997382,core 0 cpu_idle,0.031037152460388833
72.81299199999194,72.81316200000583,0.0001700000138953328,core 0 cpu_frequency,7.252200592774898e-08
0.0,1.721921000018483,1.721921000018483,core 1 cpu_idle start,0.0007345714986078848
1.721921000018483,72.81300100000226,71.09107999998378,core 1 cpu_idle,0.03032745472799308
72.81300100000226,72.81302900001174,2.8000009479001164e-05,core 1 cpu_frequency,1.1944804043741897e-08
0.0,0.05970400001388043,0.05970400001388043,core 2 cpu_idle start,2.5469726405921393e-05
0.05970400001388043,72.81300500000361,72.75330099998973,core 2 cpu_idle,0.03103655820659562
72.81300500000361,72.81302900001174,2.400000812485814e-05,core 2 cpu_frequency,1.0238403466064484e-08
0.0,0.0004880000196862966,0.0004880000196862966,core 3 cpu_idle start,2.0818080839817412e-07
0.0004880000196862966,72.81300700001884,72.81251899999916,core 3 cpu_idle,0.03106182060539964
72.81300700001884,72.81317199999467,0.00016499997582286596,core 3 cpu_frequency,7.038898968603462e-08
0.0,0.0027040000131819397,0.0027040000131819397,core 4 cpu_idle start,1.1535264056234156e-06
0.0027040000131819397,0.05341300001600757,0.05070900000282563,core 4 cpu_idle,2.1632459401205417e-05
0.05341300001600757,0.05363400001078844,0.0002209999947808683,core 4 cpu_frequency,9.427859777351842e-08
0.0,0.01003500001388602,0.01003500001388602,core 5 cpu_idle start,4.280931005923776e-06
0.01003500001388602,0.053432000015163794,0.043397000001277775,core 5 cpu_idle,1.85131602005451e-05
0.053432000015163794,0.05373600000166334,0.00030399998649954796,core 5 cpu_frequency,1.2968639424070716e-07
0.0,0.008239000017056242,0.008239000017056242,core 6 cpu_idle start,3.514757407276193e-06
0.008239000017056242,0.053435000008903444,0.0451959999918472,core 6 cpu_idle,1.9280613596522017e-05
0.053435000008903444,0.05358400000841357,0.00014899999951012433,core 6 cpu_frequency,6.356339979101905e-08
0.0,0.05343800000264309,0.05343800000264309,core 7 cpu_idle start,2.2796650801127544e-05
0.05343800000264309,0.2941149999969639,0.2406769999943208,core 7 cpu_frequency,0.00010267280819757726
