Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,111.49000000000001,111.49000000000001,screen dark,0.04805219
0,111.49000000000001,111.49000000000001,wifi running,0.04805219
0.0,2.3977500000037253,2.3977500000037253,core 0 cpu_idle start,0.0010334302500016055
0.0,2.377905000001192,2.377905000001192,core 1 cpu_idle start,0.0010248770550005137
0.0,2.37400000001071,2.37400000001071,core 2 cpu_idle start,0.001023194000004616
0.0,2.3677000000025146,2.3677000000025146,core 3 cpu_idle start,0.0010204787000010836
0.0,2.367434999992838,2.367434999992838,core 4 cpu_idle start,0.0010203644849969132
0.0,2.364984000014374,2.364984000014374,core 5 cpu_idle start,0.0010193081040061952
0.0,2.3647540000092704,2.3647540000092704,core 6 cpu_idle start,0.0010192089740039955
0.0,2.3977000000013504,2.3977000000013504,core 7 cpu_idle start,0.001033408700000582
