Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,113.038,113.038,screen dark,28.47766334
0,113.038,113.038,wifi running,0.20754907179999998
0.0,7.63877700001467,7.63877700001467,core 0 cpu_idle start,0.6523515558012527
0.0,7.639642999973148,7.639642999973148,core 1 cpu_idle start,0.6524255121977067
0.0,7.606307999987621,7.606307999987621,core 2 cpu_idle start,0.6495787031989427
0.0,7.59473099996103,7.59473099996103,core 3 cpu_idle start,0.6485900273966718
0.0,7.618649999960326,7.618649999960326,core 4 cpu_idle start,0.6506327099966117
7.618649999960326,7.712613999960013,0.09396399999968708,core 4 cpu_idle,0.008024525599973275
7.712613999960013,7.713075999985449,0.00046200002543628216,core 4 cpu_frequency,3.9454802172258494e-05
7.713075999985449,45.17253799998434,37.459461999998894,core 4 cpu_idle,3.1990380547999053
45.17253799998434,45.17411299998639,0.0015750000020489097,core 4 cpu_frequency,0.00013450500017497688
45.17411299998639,47.379853999998886,2.2057410000124946,core 4 cpu_idle,0.188370281401067
47.379853999998886,47.38062099996023,0.0007669999613426626,core 4 cpu_frequency,6.550179669866338e-05
0.0,7.609656999993604,7.609656999993604,core 5 cpu_idle start,0.6498647077994537
7.609656999993604,7.712632999988273,0.10297599999466911,core 5 cpu_idle,0.008794150399544742
7.712632999988273,7.714693999965675,0.002060999977402389,core 5 cpu_frequency,0.000176009398070164
7.714693999965675,45.172552999982145,37.45785900001647,core 5 cpu_idle,3.198901158601406
45.172552999982145,45.1740690000006,0.0015160000184550881,core 5 cpu_frequency,0.0001294664015760645
45.1740690000006,47.379867999989074,2.205798999988474,core 5 cpu_idle,0.18837523459901565
47.379867999989074,47.3808260000078,0.0009580000187270343,core 5 cpu_frequency,8.181320159928872e-05
0.0,7.594108999997843,7.594108999997843,core 6 cpu_idle start,0.6485369085998157
7.594108999997843,7.712636000011116,0.11852700001327321,core 6 cpu_idle,0.010122205801133531
7.712636000011116,7.714406999992207,0.0017709999810904264,core 6 cpu_frequency,0.0001512433983851224
7.714406999992207,45.17255600000499,37.45814900001278,core 6 cpu_idle,3.1989259246010913
45.17255600000499,45.172977999958675,0.000421999953687191,core 6 cpu_frequency,3.6038796044886106e-05
45.172977999958675,47.379871999961324,2.2068940000026487,core 6 cpu_idle,0.18846874760022617
47.379871999961324,47.38022200000705,0.0003500000457279384,core 6 cpu_frequency,2.9890003905165938e-05
0.0,7.60075300000608,7.60075300000608,core 7 cpu_idle start,0.6491043062005192
7.60075300000608,7.712638999975752,0.11188599996967241,core 7 cpu_idle,0.009555064397410024
7.712638999975752,7.714205999975093,0.0015669999993406236,core 7 cpu_frequency,0.00013382179994368923
7.714205999975093,45.172558999969624,37.45835299999453,core 7 cpu_idle,3.1989433461995325
45.172558999969624,45.172779000015,0.00022000004537403584,core 7 cpu_frequency,1.8788003874942658e-05
45.172779000015,47.37987499998417,2.2070959999691695,core 7 cpu_idle,0.18848599839736704
47.37987499998417,47.38010899996152,0.00023399997735396028,core 7 cpu_frequency,1.9983598066028204e-05
